gkclasstype,gender,race,gkschid,gkfreelunch,gksurban,g8tmathss,g8treadss,hsgrdcol
REGULAR CLASS,MALE,WHITE,228606,NON-FREE LUNCH,RURAL,760,744,YES
SMALL CLASS,FEMALE,WHITE,257899,NON-FREE LUNCH,RURAL,818,773,NA
SMALL CLASS,MALE,WHITE,189378,NON-FREE LUNCH,RURAL,NA,NA,NA
REGULAR CLASS,FEMALE,BLACK,244727,FREE LUNCH,SUBURBAN,798,743,YES
SMALL CLASS,FEMALE,WHITE,201449,FREE LUNCH,RURAL,NA,NA,NA
SMALL CLASS,MALE,WHITE,173312,NON-FREE LUNCH,RURAL,831,829,YES
REGULAR CLASS,FEMALE,WHITE,215533,FREE LUNCH,RURAL,NA,NA,NA
REGULAR CLASS,MALE,WHITE,244831,NON-FREE LUNCH,SUBURBAN,NA,NA,NA
REGULAR CLASS,FEMALE,BLACK,205492,FREE LUNCH,SUBURBAN,746,737,YES
SMALL CLASS,FEMALE,WHITE,169229,NON-FREE LUNCH,SUBURBAN,774,768,YES
SMALL CLASS,MALE,WHITE,257905,NON-FREE LUNCH,URBAN,797,770,YES
SMALL CLASS,FEMALE,WHITE,169280,NON-FREE LUNCH,SUBURBAN,789,723,YES
SMALL CLASS,FEMALE,BLACK,244806,FREE LUNCH,INNER CITY,NA,NA,NA
SMALL CLASS,MALE,BLACK,244806,FREE LUNCH,INNER CITY,NA,NA,NA
REGULAR CLASS,MALE,BLACK,244755,FREE LUNCH,INNER CITY,743,750,NA
REGULAR CLASS,FEMALE,WHITE,261927,NON-FREE LUNCH,RURAL,817,785,YES
SMALL CLASS,FEMALE,BLACK,244796,FREE LUNCH,INNER CITY,NA,NA,NO
SMALL CLASS,MALE,WHITE,130085,NON-FREE LUNCH,SUBURBAN,NA,NA,NA
REGULAR CLASS,FEMALE,WHITE,128076,FREE LUNCH,SUBURBAN,NA,NA,YES
REGULAR CLASS,MALE,BLACK,244801,FREE LUNCH,SUBURBAN,NA,NA,NA
REGULAR CLASS,MALE,WHITE,130085,NON-FREE LUNCH,SUBURBAN,NA,NA,NA
REGULAR CLASS,FEMALE,BLACK,244839,NON-FREE LUNCH,SUBURBAN,764,707,YES
SMALL CLASS,FEMALE,WHITE,201449,NON-FREE LUNCH,RURAL,NA,NA,NA
REGULAR CLASS,FEMALE,WHITE,203457,NON-FREE LUNCH,RURAL,NA,NA,NA
SMALL CLASS,MALE,WHITE,257899,NON-FREE LUNCH,RURAL,NA,NA,NA
REGULAR CLASS,FEMALE,WHITE,212522,NON-FREE LUNCH,URBAN,845,832,YES
SMALL CLASS,MALE,WHITE,205489,NON-FREE LUNCH,SUBURBAN,NA,NA,NA
SMALL CLASS,MALE,WHITE,205489,NON-FREE LUNCH,SUBURBAN,851,793,YES
REGULAR CLASS,MALE,WHITE,205489,NON-FREE LUNCH,SUBURBAN,NA,NA,NA
SMALL CLASS,FEMALE,WHITE,205491,FREE LUNCH,SUBURBAN,NA,NA,NA
REGULAR CLASS,FEMALE,BLACK,205490,NON-FREE LUNCH,INNER CITY,790,752,YES
REGULAR CLASS,FEMALE,WHITE,128079,NON-FREE LUNCH,RURAL,770,741,NO
SMALL CLASS,MALE,WHITE,212522,NON-FREE LUNCH,URBAN,898,802,YES
REGULAR CLASS,FEMALE,WHITE,166203,NON-FREE LUNCH,URBAN,NA,NA,NA
SMALL CLASS,FEMALE,WHITE,166203,FREE LUNCH,URBAN,NA,NA,NA
REGULAR CLASS,MALE,BLACK,244727,FREE LUNCH,SUBURBAN,744,715,NA
REGULAR CLASS,FEMALE,BLACK,244796,FREE LUNCH,INNER CITY,750,761,YES
REGULAR CLASS,FEMALE,BLACK,244796,NON-FREE LUNCH,INNER CITY,NA,NA,NA
SMALL CLASS,FEMALE,BLACK,244728,NON-FREE LUNCH,INNER CITY,NA,NA,NA
SMALL CLASS,FEMALE,BLACK,244799,FREE LUNCH,SUBURBAN,NA,NA,NA
SMALL CLASS,MALE,BLACK,234628,FREE LUNCH,RURAL,NA,NA,NA
SMALL CLASS,FEMALE,WHITE,208503,FREE LUNCH,RURAL,805,699,YES
REGULAR CLASS,FEMALE,WHITE,208503,FREE LUNCH,RURAL,NA,NA,NA
SMALL CLASS,FEMALE,WHITE,169280,NON-FREE LUNCH,SUBURBAN,775,768,NA
SMALL CLASS,FEMALE,WHITE,259915,NON-FREE LUNCH,RURAL,828,781,NA
SMALL CLASS,MALE,WHITE,170295,FREE LUNCH,RURAL,NA,NA,NA
REGULAR CLASS,FEMALE,WHITE,262937,NON-FREE LUNCH,SUBURBAN,NA,NA,NA
REGULAR CLASS,FEMALE,WHITE,262937,NON-FREE LUNCH,SUBURBAN,NA,NA,NA
SMALL CLASS,MALE,BLACK,221574,FREE LUNCH,RURAL,NA,NA,NA
SMALL CLASS,FEMALE,WHITE,208501,FREE LUNCH,RURAL,827,815,YES
REGULAR CLASS,FEMALE,BLACK,221571,FREE LUNCH,RURAL,NA,NA,YES
REGULAR CLASS,MALE,BLACK,221571,FREE LUNCH,RURAL,NA,NA,NA
REGULAR CLASS,FEMALE,WHITE,221571,NON-FREE LUNCH,RURAL,828,781,YES
REGULAR CLASS,MALE,BLACK,244723,FREE LUNCH,INNER CITY,NA,NA,NA
REGULAR CLASS,FEMALE,BLACK,244727,NON-FREE LUNCH,SUBURBAN,803,757,YES
SMALL CLASS,FEMALE,BLACK,244776,FREE LUNCH,INNER CITY,766,716,NA
SMALL CLASS,FEMALE,BLACK,244776,FREE LUNCH,INNER CITY,NA,NA,NA
SMALL CLASS,FEMALE,BLACK,244796,FREE LUNCH,INNER CITY,798,761,YES
REGULAR CLASS,MALE,BLACK,244796,FREE LUNCH,INNER CITY,NA,NA,NO
SMALL CLASS,MALE,BLACK,244745,FREE LUNCH,SUBURBAN,770,747,YES
SMALL CLASS,FEMALE,WHITE,169229,NON-FREE LUNCH,SUBURBAN,NA,NA,NA
SMALL CLASS,FEMALE,WHITE,169229,NON-FREE LUNCH,SUBURBAN,779,767,YES
SMALL CLASS,MALE,WHITE,169229,NON-FREE LUNCH,SUBURBAN,NA,NA,NA
SMALL CLASS,FEMALE,BLACK,169229,NON-FREE LUNCH,SUBURBAN,745,730,NA
REGULAR CLASS,FEMALE,WHITE,231616,FREE LUNCH,RURAL,NA,NA,NA
SMALL CLASS,MALE,WHITE,218562,NON-FREE LUNCH,URBAN,NA,NA,NA
SMALL CLASS,FEMALE,WHITE,218562,NON-FREE LUNCH,URBAN,760,729,YES
SMALL CLASS,MALE,WHITE,218562,NON-FREE LUNCH,URBAN,797,740,YES
SMALL CLASS,FEMALE,WHITE,218562,NON-FREE LUNCH,URBAN,775,721,YES
REGULAR CLASS,MALE,BLACK,244697,FREE LUNCH,INNER CITY,NA,NA,NA
SMALL CLASS,FEMALE,BLACK,244801,NON-FREE LUNCH,SUBURBAN,NA,NA,NA
SMALL CLASS,FEMALE,BLACK,244801,FREE LUNCH,SUBURBAN,773,745,NA
SMALL CLASS,MALE,BLACK,244801,FREE LUNCH,SUBURBAN,NA,NA,NA
SMALL CLASS,MALE,WHITE,244801,FREE LUNCH,SUBURBAN,NA,NA,NA
SMALL CLASS,FEMALE,WHITE,244801,FREE LUNCH,SUBURBAN,NA,NA,NA
SMALL CLASS,MALE,BLACK,205490,FREE LUNCH,INNER CITY,NA,NA,NA
REGULAR CLASS,MALE,BLACK,205490,FREE LUNCH,INNER CITY,NA,NA,NA
SMALL CLASS,FEMALE,BLACK,205492,FREE LUNCH,SUBURBAN,779,746,NA
SMALL CLASS,FEMALE,BLACK,205492,FREE LUNCH,SUBURBAN,790,815,NA
REGULAR CLASS,MALE,WHITE,205491,NON-FREE LUNCH,SUBURBAN,NA,NA,NA
SMALL CLASS,FEMALE,WHITE,128079,NON-FREE LUNCH,RURAL,890,818,NA
REGULAR CLASS,FEMALE,WHITE,168214,FREE LUNCH,RURAL,769,749,NA
SMALL CLASS,FEMALE,WHITE,259915,FREE LUNCH,RURAL,NA,NA,NA
SMALL CLASS,MALE,BLACK,244776,FREE LUNCH,INNER CITY,NA,NA,NA
REGULAR CLASS,FEMALE,BLACK,244776,FREE LUNCH,INNER CITY,NA,NA,NA
SMALL CLASS,MALE,BLACK,244831,FREE LUNCH,SUBURBAN,NA,NA,NA
REGULAR CLASS,FEMALE,BLACK,244799,NON-FREE LUNCH,SUBURBAN,831,787,NA
REGULAR CLASS,MALE,BLACK,244736,FREE LUNCH,INNER CITY,768,723,NO
REGULAR CLASS,FEMALE,BLACK,244736,FREE LUNCH,INNER CITY,761,744,YES
REGULAR CLASS,FEMALE,BLACK,244728,FREE LUNCH,INNER CITY,NA,NA,NA
REGULAR CLASS,FEMALE,BLACK,244697,FREE LUNCH,INNER CITY,NA,NA,NA
SMALL CLASS,MALE,BLACK,244806,FREE LUNCH,INNER CITY,NA,NA,NA
REGULAR CLASS,MALE,WHITE,201449,FREE LUNCH,RURAL,760,765,NO
SMALL CLASS,MALE,BLACK,244708,FREE LUNCH,INNER CITY,NA,NA,NO
REGULAR CLASS,FEMALE,WHITE,193423,NON-FREE LUNCH,RURAL,770,743,YES
REGULAR CLASS,FEMALE,WHITE,161183,FREE LUNCH,RURAL,786,745,YES
SMALL CLASS,FEMALE,BLACK,169229,NON-FREE LUNCH,SUBURBAN,812,814,YES
REGULAR CLASS,MALE,WHITE,189396,FREE LUNCH,RURAL,NA,NA,NA
SMALL CLASS,MALE,BLACK,244736,FREE LUNCH,INNER CITY,NA,NA,NA
SMALL CLASS,FEMALE,NATIVE AMERICAN,128068,FREE LUNCH,RURAL,NA,NA,NA
REGULAR CLASS,FEMALE,WHITE,130085,NON-FREE LUNCH,SUBURBAN,822,754,YES
REGULAR CLASS,FEMALE,WHITE,205491,NON-FREE LUNCH,SUBURBAN,NA,NA,NA
SMALL CLASS,MALE,WHITE,244745,NON-FREE LUNCH,SUBURBAN,NA,NA,NA
REGULAR CLASS,FEMALE,WHITE,244831,NON-FREE LUNCH,SUBURBAN,742,738,NA
REGULAR CLASS,MALE,WHITE,168211,NON-FREE LUNCH,RURAL,835,865,YES
SMALL CLASS,MALE,WHITE,228606,NON-FREE LUNCH,RURAL,NA,NA,NA
REGULAR CLASS,FEMALE,WHITE,230612,NON-FREE LUNCH,RURAL,782,758,YES
REGULAR CLASS,FEMALE,WHITE,257905,NON-FREE LUNCH,URBAN,812,799,YES
REGULAR CLASS,FEMALE,WHITE,203452,FREE LUNCH,RURAL,779,776,YES
REGULAR CLASS,MALE,BLACK,244755,FREE LUNCH,INNER CITY,NA,NA,NA
REGULAR CLASS,MALE,WHITE,203457,FREE LUNCH,RURAL,777,790,NA
REGULAR CLASS,MALE,WHITE,215533,FREE LUNCH,RURAL,NA,NA,NA
REGULAR CLASS,MALE,BLACK,244799,NON-FREE LUNCH,SUBURBAN,NA,NA,NA
REGULAR CLASS,MALE,BLACK,205490,FREE LUNCH,INNER CITY,NA,NA,NA
SMALL CLASS,FEMALE,WHITE,159171,FREE LUNCH,RURAL,806,813,YES
REGULAR CLASS,FEMALE,WHITE,128068,FREE LUNCH,RURAL,687,790,NA
REGULAR CLASS,FEMALE,WHITE,189382,NON-FREE LUNCH,SUBURBAN,NA,NA,NA
SMALL CLASS,MALE,BLACK,205492,FREE LUNCH,SUBURBAN,744,726,NA
REGULAR CLASS,MALE,WHITE,257905,FREE LUNCH,URBAN,NA,NA,NA
SMALL CLASS,MALE,WHITE,209510,NON-FREE LUNCH,RURAL,NA,NA,YES
SMALL CLASS,MALE,BLACK,244839,NON-FREE LUNCH,SUBURBAN,NA,NA,NA
REGULAR CLASS,MALE,WHITE,203452,FREE LUNCH,RURAL,920,811,YES
SMALL CLASS,MALE,BLACK,159171,NON-FREE LUNCH,RURAL,NA,NA,NA
SMALL CLASS,FEMALE,WHITE,205489,NON-FREE LUNCH,SUBURBAN,694,700,YES
REGULAR CLASS,FEMALE,WHITE,244831,FREE LUNCH,SUBURBAN,NA,NA,NA
REGULAR CLASS,FEMALE,BLACK,244806,FREE LUNCH,INNER CITY,748,732,NA
REGULAR CLASS,MALE,BLACK,201449,FREE LUNCH,RURAL,NA,NA,NA
SMALL CLASS,MALE,WHITE,221574,NON-FREE LUNCH,RURAL,NA,NA,NA
REGULAR CLASS,FEMALE,WHITE,189396,NON-FREE LUNCH,RURAL,792,800,NA
REGULAR CLASS,FEMALE,WHITE,215533,NON-FREE LUNCH,RURAL,NA,NA,YES
REGULAR CLASS,FEMALE,WHITE,257905,NON-FREE LUNCH,URBAN,NA,NA,NA
REGULAR CLASS,FEMALE,BLACK,244755,FREE LUNCH,INNER CITY,785,794,YES
SMALL CLASS,MALE,WHITE,262937,NON-FREE LUNCH,SUBURBAN,NA,NA,NA
REGULAR CLASS,MALE,WHITE,123056,FREE LUNCH,RURAL,725,712,YES
SMALL CLASS,FEMALE,WHITE,215533,NON-FREE LUNCH,RURAL,783,780,YES
SMALL CLASS,FEMALE,BLACK,244727,FREE LUNCH,SUBURBAN,784,750,YES
SMALL CLASS,FEMALE,WHITE,216536,NON-FREE LUNCH,RURAL,852,816,NA
SMALL CLASS,MALE,BLACK,244806,FREE LUNCH,INNER CITY,747,732,YES
SMALL CLASS,MALE,HISPANIC,205489,NON-FREE LUNCH,SUBURBAN,NA,NA,NA
REGULAR CLASS,MALE,WHITE,221574,NON-FREE LUNCH,RURAL,NA,NA,YES
REGULAR CLASS,FEMALE,BLACK,159171,FREE LUNCH,RURAL,739,719,YES
SMALL CLASS,MALE,BLACK,244780,FREE LUNCH,INNER CITY,NA,NA,NA
SMALL CLASS,FEMALE,BLACK,244697,FREE LUNCH,INNER CITY,773,745,YES
REGULAR CLASS,FEMALE,WHITE,128079,FREE LUNCH,RURAL,NA,NA,NA
SMALL CLASS,MALE,WHITE,205489,NON-FREE LUNCH,SUBURBAN,NA,NA,NA
REGULAR CLASS,FEMALE,WHITE,130085,NON-FREE LUNCH,SUBURBAN,NA,NA,NA
SMALL CLASS,FEMALE,WHITE,257899,NON-FREE LUNCH,RURAL,NA,NA,NA
SMALL CLASS,FEMALE,WHITE,180344,NON-FREE LUNCH,URBAN,742,738,YES
REGULAR CLASS,FEMALE,BLACK,244839,NON-FREE LUNCH,SUBURBAN,NA,NA,NA
REGULAR CLASS,FEMALE,BLACK,180344,FREE LUNCH,URBAN,NA,NA,NA
SMALL CLASS,MALE,BLACK,169229,NON-FREE LUNCH,SUBURBAN,812,731,YES
SMALL CLASS,MALE,BLACK,169229,NON-FREE LUNCH,SUBURBAN,772,736,YES
SMALL CLASS,FEMALE,WHITE,208501,NON-FREE LUNCH,RURAL,809,769,YES
REGULAR CLASS,FEMALE,WHITE,257905,NON-FREE LUNCH,URBAN,NA,NA,NA
REGULAR CLASS,MALE,WHITE,159171,NON-FREE LUNCH,RURAL,735,743,NA
SMALL CLASS,FEMALE,BLACK,244727,FREE LUNCH,SUBURBAN,NA,NA,NA
SMALL CLASS,FEMALE,BLACK,244727,FREE LUNCH,SUBURBAN,820,751,YES
SMALL CLASS,FEMALE,WHITE,162184,FREE LUNCH,RURAL,792,746,YES
REGULAR CLASS,MALE,WHITE,159171,NON-FREE LUNCH,RURAL,NA,NA,NA
SMALL CLASS,MALE,WHITE,257905,NON-FREE LUNCH,URBAN,NA,NA,NA
SMALL CLASS,MALE,WHITE,262937,NON-FREE LUNCH,SUBURBAN,NA,NA,NA
REGULAR CLASS,MALE,BLACK,244839,NON-FREE LUNCH,SUBURBAN,NA,NA,NA
REGULAR CLASS,FEMALE,WHITE,189378,NON-FREE LUNCH,RURAL,804,755,YES
SMALL CLASS,MALE,BLACK,228606,FREE LUNCH,RURAL,NA,NA,NA
REGULAR CLASS,MALE,BLACK,244780,FREE LUNCH,INNER CITY,759,764,YES
REGULAR CLASS,FEMALE,BLACK,244727,FREE LUNCH,SUBURBAN,823,775,YES
SMALL CLASS,FEMALE,BLACK,244799,FREE LUNCH,SUBURBAN,819,813,YES
SMALL CLASS,MALE,BLACK,244755,FREE LUNCH,INNER CITY,NA,NA,NA
REGULAR CLASS,FEMALE,WHITE,203452,NON-FREE LUNCH,RURAL,875,809,YES
SMALL CLASS,MALE,WHITE,244801,FREE LUNCH,SUBURBAN,NA,NA,YES
SMALL CLASS,MALE,BLACK,244697,FREE LUNCH,INNER CITY,NA,NA,NA
SMALL CLASS,MALE,WHITE,262937,NON-FREE LUNCH,SUBURBAN,NA,NA,NA
REGULAR CLASS,MALE,BLACK,205490,FREE LUNCH,INNER CITY,NA,NA,NA
REGULAR CLASS,FEMALE,BLACK,244746,FREE LUNCH,INNER CITY,NA,NA,NA
SMALL CLASS,MALE,WHITE,262937,NON-FREE LUNCH,SUBURBAN,NA,NA,NA
REGULAR CLASS,MALE,WHITE,262937,NON-FREE LUNCH,SUBURBAN,NA,NA,YES
SMALL CLASS,FEMALE,BLACK,228606,FREE LUNCH,RURAL,NA,NA,NA
REGULAR CLASS,MALE,BLACK,215533,FREE LUNCH,RURAL,748,742,NA
REGULAR CLASS,MALE,WHITE,244745,FREE LUNCH,SUBURBAN,NA,NA,NA
SMALL CLASS,FEMALE,WHITE,169229,FREE LUNCH,SUBURBAN,NA,NA,NA
SMALL CLASS,MALE,WHITE,169229,NON-FREE LUNCH,SUBURBAN,NA,NA,NA
SMALL CLASS,MALE,WHITE,166203,NON-FREE LUNCH,URBAN,813,803,NA
SMALL CLASS,FEMALE,WHITE,170295,FREE LUNCH,RURAL,779,754,YES
REGULAR CLASS,FEMALE,WHITE,257905,NON-FREE LUNCH,URBAN,NA,NA,NA
REGULAR CLASS,MALE,WHITE,212522,NON-FREE LUNCH,URBAN,NA,NA,NA
REGULAR CLASS,FEMALE,WHITE,257899,FREE LUNCH,RURAL,NA,NA,NA
SMALL CLASS,FEMALE,WHITE,128068,FREE LUNCH,RURAL,NA,NA,NA
SMALL CLASS,FEMALE,WHITE,128068,FREE LUNCH,RURAL,NA,NA,NA
SMALL CLASS,MALE,WHITE,252885,NON-FREE LUNCH,RURAL,794,798,YES
REGULAR CLASS,FEMALE,WHITE,230612,FREE LUNCH,RURAL,810,803,YES
SMALL CLASS,FEMALE,WHITE,244799,NON-FREE LUNCH,SUBURBAN,821,805,NA
SMALL CLASS,MALE,WHITE,162184,FREE LUNCH,RURAL,NA,NA,NA
REGULAR CLASS,MALE,BLACK,244831,FREE LUNCH,SUBURBAN,NA,NA,NA
REGULAR CLASS,MALE,WHITE,257905,NON-FREE LUNCH,URBAN,NA,NA,NA
SMALL CLASS,MALE,WHITE,257905,NON-FREE LUNCH,URBAN,NA,NA,NA
SMALL CLASS,MALE,BLACK,244839,NON-FREE LUNCH,SUBURBAN,NA,NA,NA
SMALL CLASS,MALE,WHITE,228606,FREE LUNCH,RURAL,NA,NA,NA
SMALL CLASS,FEMALE,WHITE,130085,NON-FREE LUNCH,SUBURBAN,NA,NA,NA
REGULAR CLASS,MALE,WHITE,168211,NON-FREE LUNCH,RURAL,NA,NA,YES
REGULAR CLASS,FEMALE,WHITE,215533,FREE LUNCH,RURAL,NA,NA,NA
SMALL CLASS,MALE,WHITE,262937,NON-FREE LUNCH,SUBURBAN,NA,NA,NA
REGULAR CLASS,MALE,BLACK,244776,FREE LUNCH,INNER CITY,NA,NA,NA
SMALL CLASS,MALE,WHITE,209510,FREE LUNCH,RURAL,NA,NA,NA
SMALL CLASS,FEMALE,BLACK,244799,NON-FREE LUNCH,SUBURBAN,730,714,NO
REGULAR CLASS,MALE,BLACK,244746,FREE LUNCH,INNER CITY,830,795,NA
SMALL CLASS,MALE,WHITE,193423,FREE LUNCH,RURAL,NA,NA,NO
REGULAR CLASS,MALE,BLACK,244818,FREE LUNCH,INNER CITY,NA,NA,NA
SMALL CLASS,FEMALE,WHITE,193422,FREE LUNCH,RURAL,793,820,YES
SMALL CLASS,MALE,BLACK,244839,NON-FREE LUNCH,SUBURBAN,753,735,NO
SMALL CLASS,MALE,WHITE,159171,FREE LUNCH,RURAL,826,783,NA
SMALL CLASS,FEMALE,WHITE,173312,NON-FREE LUNCH,RURAL,760,724,NA
SMALL CLASS,MALE,WHITE,168211,FREE LUNCH,RURAL,NA,NA,NA
REGULAR CLASS,MALE,WHITE,162184,FREE LUNCH,RURAL,814,851,YES
SMALL CLASS,MALE,WHITE,221571,NON-FREE LUNCH,RURAL,NA,NA,NA
SMALL CLASS,MALE,WHITE,244801,NON-FREE LUNCH,SUBURBAN,NA,NA,NA
SMALL CLASS,MALE,WHITE,189378,FREE LUNCH,RURAL,734,704,NO
REGULAR CLASS,FEMALE,BLACK,244697,FREE LUNCH,INNER CITY,NA,NA,NA
SMALL CLASS,MALE,WHITE,162184,FREE LUNCH,RURAL,NA,NA,NA
REGULAR CLASS,FEMALE,WHITE,169229,NON-FREE LUNCH,SUBURBAN,747,772,NA
REGULAR CLASS,MALE,BLACK,221571,FREE LUNCH,RURAL,NA,NA,NA
SMALL CLASS,MALE,WHITE,189378,FREE LUNCH,RURAL,821,794,YES
SMALL CLASS,MALE,BLACK,112038,FREE LUNCH,URBAN,NA,NA,YES
REGULAR CLASS,MALE,WHITE,221574,NON-FREE LUNCH,RURAL,NA,NA,NA
REGULAR CLASS,MALE,BLACK,244839,NON-FREE LUNCH,SUBURBAN,NA,NA,NA
REGULAR CLASS,MALE,WHITE,161183,FREE LUNCH,RURAL,NA,NA,NA
SMALL CLASS,FEMALE,WHITE,161176,FREE LUNCH,RURAL,NA,NA,NA
REGULAR CLASS,MALE,BLACK,244818,FREE LUNCH,INNER CITY,NA,NA,NA
SMALL CLASS,MALE,WHITE,215533,NON-FREE LUNCH,RURAL,730,673,NO
SMALL CLASS,MALE,WHITE,215533,NON-FREE LUNCH,RURAL,799,774,NA
SMALL CLASS,MALE,WHITE,193422,NON-FREE LUNCH,RURAL,798,724,YES
REGULAR CLASS,MALE,BLACK,244697,FREE LUNCH,INNER CITY,NA,NA,NA
SMALL CLASS,FEMALE,BLACK,244697,FREE LUNCH,INNER CITY,NA,NA,NA
SMALL CLASS,MALE,WHITE,193423,FREE LUNCH,RURAL,705,799,YES
SMALL CLASS,MALE,WHITE,215533,NON-FREE LUNCH,RURAL,847,839,YES
SMALL CLASS,MALE,WHITE,244745,FREE LUNCH,SUBURBAN,831,779,YES
SMALL CLASS,MALE,BLACK,244697,FREE LUNCH,INNER CITY,773,728,YES
REGULAR CLASS,MALE,WHITE,159171,FREE LUNCH,RURAL,NA,NA,NA
REGULAR CLASS,MALE,WHITE,262937,NON-FREE LUNCH,SUBURBAN,819,834,NA
REGULAR CLASS,FEMALE,BLACK,244806,FREE LUNCH,INNER CITY,728,641,YES
REGULAR CLASS,MALE,WHITE,221571,NON-FREE LUNCH,RURAL,NA,NA,NA
SMALL CLASS,FEMALE,BLACK,244806,NON-FREE LUNCH,INNER CITY,763,718,NO
SMALL CLASS,FEMALE,WHITE,244801,NON-FREE LUNCH,SUBURBAN,NA,NA,NA
REGULAR CLASS,MALE,WHITE,201449,FREE LUNCH,RURAL,NA,NA,NA
SMALL CLASS,FEMALE,BLACK,244728,FREE LUNCH,INNER CITY,731,739,YES
REGULAR CLASS,MALE,WHITE,216536,NON-FREE LUNCH,RURAL,NA,NA,NA
SMALL CLASS,FEMALE,WHITE,208503,FREE LUNCH,RURAL,NA,NA,NA
SMALL CLASS,FEMALE,WHITE,221571,FREE LUNCH,RURAL,NA,NA,NA
SMALL CLASS,FEMALE,WHITE,228606,FREE LUNCH,RURAL,NA,NA,NA
REGULAR CLASS,FEMALE,BLACK,244780,FREE LUNCH,INNER CITY,NA,NA,NA
REGULAR CLASS,FEMALE,WHITE,244801,NON-FREE LUNCH,SUBURBAN,805,779,YES
SMALL CLASS,FEMALE,BLACK,244776,NON-FREE LUNCH,INNER CITY,768,724,NO
REGULAR CLASS,MALE,WHITE,261927,NON-FREE LUNCH,RURAL,NA,NA,YES
REGULAR CLASS,MALE,WHITE,166203,FREE LUNCH,URBAN,NA,NA,NA
REGULAR CLASS,FEMALE,WHITE,221571,FREE LUNCH,RURAL,NA,NA,NA
REGULAR CLASS,FEMALE,WHITE,189382,NON-FREE LUNCH,SUBURBAN,862,745,NA
SMALL CLASS,FEMALE,WHITE,201449,NON-FREE LUNCH,RURAL,NA,NA,NA
SMALL CLASS,FEMALE,WHITE,261927,NON-FREE LUNCH,RURAL,810,799,YES
SMALL CLASS,FEMALE,WHITE,162184,FREE LUNCH,RURAL,792,775,YES
SMALL CLASS,FEMALE,WHITE,162184,FREE LUNCH,RURAL,818,797,YES
SMALL CLASS,MALE,WHITE,162184,FREE LUNCH,RURAL,780,740,NO
REGULAR CLASS,MALE,WHITE,162184,FREE LUNCH,RURAL,786,779,YES
SMALL CLASS,MALE,WHITE,208501,FREE LUNCH,RURAL,NA,NA,NA
REGULAR CLASS,MALE,BLACK,244818,FREE LUNCH,INNER CITY,NA,NA,NO
REGULAR CLASS,FEMALE,BLACK,244776,NON-FREE LUNCH,INNER CITY,797,798,YES
SMALL CLASS,MALE,BLACK,244796,FREE LUNCH,INNER CITY,785,757,NA
REGULAR CLASS,FEMALE,WHITE,180344,NON-FREE LUNCH,URBAN,841,800,NA
SMALL CLASS,FEMALE,WHITE,193423,NON-FREE LUNCH,RURAL,NA,NA,NA
SMALL CLASS,FEMALE,BLACK,205492,NON-FREE LUNCH,SUBURBAN,NA,NA,NA
SMALL CLASS,MALE,WHITE,212522,FREE LUNCH,URBAN,NA,NA,NO
REGULAR CLASS,FEMALE,BLACK,244728,FREE LUNCH,INNER CITY,NA,NA,NA
SMALL CLASS,FEMALE,WHITE,262937,NON-FREE LUNCH,SUBURBAN,NA,NA,NA
REGULAR CLASS,FEMALE,WHITE,225585,FREE LUNCH,RURAL,NA,NA,YES
REGULAR CLASS,FEMALE,WHITE,166203,NON-FREE LUNCH,URBAN,799,740,NA
REGULAR CLASS,MALE,BLACK,244723,FREE LUNCH,INNER CITY,NA,NA,NA
REGULAR CLASS,MALE,BLACK,244723,FREE LUNCH,INNER CITY,NA,NA,NA
SMALL CLASS,FEMALE,BLACK,244723,FREE LUNCH,INNER CITY,784,770,NA
SMALL CLASS,FEMALE,BLACK,244723,FREE LUNCH,INNER CITY,758,727,YES
SMALL CLASS,MALE,BLACK,244755,FREE LUNCH,INNER CITY,NA,NA,NA
SMALL CLASS,FEMALE,BLACK,112038,FREE LUNCH,URBAN,809,770,NO
REGULAR CLASS,FEMALE,WHITE,261927,NON-FREE LUNCH,RURAL,768,764,YES
REGULAR CLASS,MALE,BLACK,244723,FREE LUNCH,INNER CITY,NA,NA,NA
SMALL CLASS,MALE,BLACK,244746,FREE LUNCH,INNER CITY,777,748,YES
SMALL CLASS,FEMALE,BLACK,244723,FREE LUNCH,INNER CITY,838,730,NO
SMALL CLASS,MALE,BLACK,244723,FREE LUNCH,INNER CITY,786,755,NA
REGULAR CLASS,MALE,WHITE,209510,FREE LUNCH,RURAL,765,742,NA
REGULAR CLASS,FEMALE,BLACK,244746,FREE LUNCH,INNER CITY,821,748,NA
REGULAR CLASS,MALE,WHITE,225585,NON-FREE LUNCH,RURAL,NA,NA,YES
REGULAR CLASS,FEMALE,BLACK,244806,FREE LUNCH,INNER CITY,NA,NA,NA
REGULAR CLASS,MALE,BLACK,244796,FREE LUNCH,INNER CITY,786,743,YES
SMALL CLASS,MALE,BLACK,244723,FREE LUNCH,INNER CITY,NA,NA,NA
REGULAR CLASS,FEMALE,BLACK,244723,FREE LUNCH,INNER CITY,788,742,YES
SMALL CLASS,FEMALE,BLACK,244774,NON-FREE LUNCH,INNER CITY,753,711,NO
SMALL CLASS,FEMALE,BLACK,244723,FREE LUNCH,INNER CITY,NA,NA,NA
SMALL CLASS,MALE,BLACK,244723,FREE LUNCH,INNER CITY,745,NA,NA
